pair_id,mu_A,sigma_A,R_A,mu_B,sigma_B,R_B,d_mu,d_sigma,d_R,menu_type,subtype,pair_distance,pair_distance_metric,coordinate_distance,triad_id,triad_pair,menu_source,experiment_id,path_id,t_value,interp_mu,interp_sigma,reference_mu,reference_sigma,interp_is_menu_A,target_model,u_A,u_B,delta_u,completeness,prob_A,prob_B,label_a,label_b,cue_suffix,delta_z,position_bias,position_corrected_pair_complete
5,10.0,30,1000.0,2.0,15,229.0,8.0,15,771.0,estimation,indifference,17.0,mu_sigma,17.0,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.376914978027344,20.500858306884766,0.8760566711425781,0.9972807313663298,0.704084584921029,0.2931961464453008,A,B,Your choice is Option ,0.7501039505004883,0.12595272064208984,True
5,2.0,15,229.0,10.0,30,1000.0,-8.0,-15,-771.0,mirror,indifference,17.0,mu_sigma,17.0,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.876914978027344,21.501066207885742,-0.6241512298583984,0.9974470570170333,0.3479473454543386,0.6494997115626947,A,B,Your choice is Option ,-0.7501039505004883,0.12595272064208984,True
6,10.0,30,1000.0,2.0,16,260.0,8.0,14,740.0,estimation,indifference,16.1245154965971,mu_sigma,16.1245154965971,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.37690544128418,20.37595558166504,1.0009498596191406,0.9971724645264495,0.7291776693723226,0.26799479515412683,A,B,Your choice is Option ,0.8750524520874023,0.12589740753173828,True
6,2.0,16,260.0,10.0,30,1000.0,-8.0,-14,-740.0,mirror,indifference,16.1245154965971,mu_sigma,16.1245154965971,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.751996994018555,21.50115203857422,-0.7491550445556641,0.9973351584875791,0.32015001163036866,0.6771851468572104,A,B,Your choice is Option ,-0.8750524520874023,0.12589740753173828,True
7,10.0,30,1000.0,2.0,17,293.0,8.0,13,707.0,estimation,indifference,15.264337522473747,mu_sigma,15.264337522473747,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.252046585083008,20.375883102416992,0.8761634826660156,0.9969051952146069,0.7038415556804991,0.29306363953410774,A,B,Your choice is Option ,0.812657356262207,0.0635061264038086,True
7,2.0,17,293.0,10.0,30,1000.0,-8.0,-13,-707.0,mirror,indifference,15.264337522473747,mu_sigma,15.264337522473747,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.751890182495117,21.501041412353516,-0.7491512298583984,0.9973611095582204,0.3201591713267032,0.6772019382315173,A,B,Your choice is Option ,-0.812657356262207,0.0635061264038086,True
8,10.0,30,1000.0,2.0,18,328.0,8.0,12,672.0,estimation,indifference,14.422205101855956,mu_sigma,14.422205101855956,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.37677764892578,20.375852584838867,1.000925064086914,0.9972627997954489,0.7292388669655931,0.26802393282985565,A,B,Your choice is Option ,0.8750810623168945,0.12584400177001953,True
8,2.0,18,328.0,10.0,30,1000.0,-8.0,-12,-672.0,mirror,indifference,14.422205101855956,mu_sigma,14.422205101855956,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.751962661743164,21.50119972229004,-0.749237060546875,0.9973450448983188,0.3201353566613094,0.6772096882370093,A,B,Your choice is Option ,-0.8750810623168945,0.12584400177001953,True
9,10.0,30,1000.0,2.0,19,365.0,8.0,11,635.0,estimation,indifference,13.601470508735444,mu_sigma,13.601470508735444,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.37689208984375,20.375852584838867,1.0010395050048828,0.9971997939910843,0.7292152218320908,0.2679845721589935,A,B,Your choice is Option ,0.875178337097168,0.12586116790771484,True
9,2.0,19,365.0,10.0,30,1000.0,-8.0,-11,-635.0,mirror,indifference,13.601470508735444,mu_sigma,13.601470508735444,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.751890182495117,21.50120735168457,-0.7493171691894531,0.9973574457581933,0.3201219235289831,0.6772355222292101,A,B,Your choice is Option ,-0.875178337097168,0.12586116790771484,True
10,10.0,30,1000.0,2.0,20,404.0,8.0,10,596.0,estimation,indifference,12.806248474865697,mu_sigma,12.806248474865697,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.37702751159668,20.375852584838867,1.0011749267578125,0.9971635055077448,0.7292152218320908,0.2679482836756541,A,B,Your choice is Option ,0.9376392364501953,0.06353569030761719,True
10,2.0,20,404.0,10.0,30,1000.0,-8.0,-10,-596.0,mirror,indifference,12.806248474865697,mu_sigma,12.806248474865697,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.751962661743164,21.626066207885742,-0.8741035461425781,0.9975247308239751,0.29367243529170606,0.703852295532269,A,B,Your choice is Option ,-0.9376392364501953,0.06353569030761719,True
11,10.0,30,1000.0,2.0,21,445.0,8.0,9,555.0,estimation,indifference,12.041594578792296,mu_sigma,12.041594578792296,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.376976013183594,20.375852584838867,1.0011234283447266,0.9972115407279969,0.7292402578796755,0.2679712828483214,A,B,Your choice is Option ,0.9377222061157227,0.0634012222290039,True
11,2.0,21,445.0,10.0,30,1000.0,-8.0,-9,-555.0,mirror,indifference,12.041594578792296,mu_sigma,12.041594578792296,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.75181007385254,21.626131057739258,-0.8743209838867188,0.9975617201901167,0.2936382690005441,0.7039234511895726,A,B,Your choice is Option ,-0.9377222061157227,0.0634012222290039,True
12,10.0,30,1000.0,2.0,22,488.0,8.0,8,512.0,estimation,indifference,11.313708498984761,mu_sigma,11.313708498984761,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.376941680908203,20.375804901123047,1.0011367797851562,0.9971851389315254,0.729223567085781,0.2679615718457445,A,B,Your choice is Option ,1.0001630783081055,0.0009737014770507812,True
12,2.0,22,488.0,10.0,30,1000.0,-8.0,-8,-512.0,mirror,indifference,11.313708498984761,mu_sigma,11.313708498984761,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.626941680908203,21.626131057739258,-0.9991893768310547,0.9974981711226695,0.2684275851810731,0.7290705859415963,A,B,Your choice is Option ,-1.0001630783081055,0.0009737014770507812,True
13,10.0,30,1000.0,2.0,23,533.0,8.0,7,467.0,estimation,indifference,10.63014581273465,mu_sigma,10.63014581273465,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.377046585083008,20.250911712646484,1.1261348724365234,0.9970914867562135,0.7529286075760697,0.24416287918014376,A,B,Your choice is Option ,1.062718391418457,0.0634164810180664,True
13,2.0,23,533.0,10.0,30,1000.0,-8.0,-7,-467.0,mirror,indifference,10.63014581273465,mu_sigma,10.63014581273465,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.7517147064209,21.75101661682129,-0.9993019104003906,0.9977857370145446,0.268482885255271,0.7293028517592737,A,B,Your choice is Option ,-1.062718391418457,0.0634164810180664,True
14,10.0,30,1000.0,2.0,24,580.0,8.0,6,420.0,estimation,indifference,10.0,mu_sigma,10.0,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.37708854675293,20.250839233398438,1.1262493133544922,0.9970825637902734,0.7529429686865301,0.2441395951037433,A,B,Your choice is Option ,1.0627708435058594,0.06347846984863281,True
14,2.0,24,580.0,10.0,30,1000.0,-8.0,-6,-420.0,mirror,indifference,10.0,mu_sigma,10.0,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.626890182495117,21.626182556152344,-0.9992923736572266,0.9975142843698864,0.26841171411567266,0.7291025702542138,A,B,Your choice is Option ,-1.0627708435058594,0.06347846984863281,True
15,10.0,30,1000.0,2.0,25,629.0,8.0,5,371.0,estimation,indifference,9.433981132056603,mu_sigma,9.433981132056603,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.377046585083008,20.125940322875977,1.2511062622070312,0.9970047762671388,0.7751625413123782,0.22184223495476058,A,B,Your choice is Option ,1.1251678466796875,0.12593841552734375,True
15,2.0,25,629.0,10.0,30,1000.0,-8.0,-5,-371.0,mirror,indifference,9.433981132056603,mu_sigma,9.433981132056603,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.62690544128418,21.626134872436523,-0.9992294311523438,0.9975235688773221,0.268426561213051,0.7290970076642711,A,B,Your choice is Option ,-1.1251678466796875,0.12593841552734375,True
16,10.0,30,1000.0,2.0,26,680.0,8.0,4,320.0,estimation,indifference,8.94427190999916,mu_sigma,8.94427190999916,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.501903533935547,20.250850677490234,1.2510528564453125,0.9973589814963291,0.7754287179404185,0.22193026355591064,A,B,Your choice is Option ,1.187647819519043,0.06340503692626953,True
16,2.0,26,680.0,10.0,30,1000.0,-8.0,-4,-320.0,mirror,indifference,8.94427190999916,mu_sigma,8.94427190999916,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.62682342529297,21.751066207885742,-1.1242427825927734,0.997694710672127,0.244659824392024,0.753034886280103,A,B,Your choice is Option ,-1.187647819519043,0.06340503692626953,True
17,10.0,30,1000.0,2.0,27,733.0,8.0,3,267.0,estimation,indifference,8.54400374531753,mu_sigma,8.54400374531753,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.37710189819336,20.125940322875977,1.2511615753173828,0.9970058171973907,0.7751728909179628,0.22183292627942783,A,B,Your choice is Option ,1.1877422332763672,0.06341934204101562,True
17,2.0,27,733.0,10.0,30,1000.0,-8.0,-3,-267.0,mirror,indifference,8.54400374531753,mu_sigma,8.54400374531753,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.62674331665039,21.751066207885742,-1.1243228912353516,0.9977055591834799,0.24464769175174125,0.7530578674317386,A,B,Your choice is Option ,-1.1877422332763672,0.06341934204101562,True
18,10.0,30,1000.0,2.0,28,788.0,8.0,2,212.0,estimation,indifference,8.246211251235321,mu_sigma,8.246211251235321,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.50199317932129,20.125940322875977,1.3760528564453125,0.9972986423262443,0.7961996775218835,0.20109896480436085,A,B,Your choice is Option ,1.2502412796020508,0.12581157684326172,True
18,2.0,28,788.0,10.0,30,1000.0,-8.0,-2,-212.0,mirror,indifference,8.246211251235321,mu_sigma,8.246211251235321,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.626636505126953,21.751066207885742,-1.124429702758789,0.9977327126390061,0.24463462650429335,0.7530980861347127,A,B,Your choice is Option ,-1.2502412796020508,0.12581157684326172,True
19,10.0,30,1000.0,2.0,29,845.0,8.0,1,155.0,estimation,indifference,8.06225774829855,mu_sigma,8.06225774829855,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.377120971679688,20.000946044921875,1.3761749267578125,0.9969850108121467,0.7959688791639951,0.20101613164815169,A,B,Your choice is Option ,1.3127241134643555,0.06345081329345703,True
19,2.0,29,845.0,10.0,30,1000.0,-8.0,-1,-155.0,mirror,indifference,8.06225774829855,mu_sigma,8.06225774829855,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.50183868408203,21.75111198425293,-1.2492733001708984,0.9976610246650295,0.2223047749704594,0.7753562496945701,A,B,Your choice is Option ,-1.3127241134643555,0.06345081329345703,True
20,10.0,30,1000.0,2.0,30,904.0,8.0,0,96.0,estimation,indifference,8.0,mu_sigma,8.0,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.5020694732666,20.00095558166504,1.5011138916015625,0.9972097804281321,0.8154588747206933,0.1817509057074388,A,B,Your choice is Option ,1.4377117156982422,0.06340217590332031,True
20,2.0,30,904.0,10.0,30,1000.0,-8.0,0,-96.0,mirror,indifference,8.0,mu_sigma,8.0,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.376920700073242,21.751230239868164,-1.3743095397949219,0.9976019567605061,0.20144024409262196,0.7961617126678842,A,B,Your choice is Option ,-1.4377117156982422,0.06340217590332031,True
21,10.0,30,1000.0,2.0,31,965.0,8.0,-1,35.0,estimation,indifference,8.06225774829855,mu_sigma,8.06225774829855,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.37723731994629,19.876007080078125,1.501230239868164,0.9969319001491558,0.8152489275617923,0.1816829725873634,A,B,Your choice is Option ,1.4378023147583008,0.06342792510986328,True
21,2.0,31,965.0,10.0,30,1000.0,-8.0,1,-35.0,mirror,indifference,8.06225774829855,mu_sigma,8.06225774829855,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.50162696838379,21.876001358032227,-1.3743743896484375,0.9978819603242673,0.2014863553823386,0.7963956049419287,A,B,Your choice is Option ,-1.4378023147583008,0.06342792510986328,True
22,10.0,30,1000.0,2.0,32,1028.0,8.0,-2,-28.0,estimation,indifference,8.246211251235321,mu_sigma,8.246211251235321,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.377275466918945,19.876007080078125,1.5012683868408203,0.9968070846207522,0.8151525254984494,0.18165455912230272,A,B,Your choice is Option ,1.4378242492675781,0.06344413757324219,True
22,2.0,32,1028.0,10.0,30,1000.0,-8.0,2,28.0,mirror,indifference,8.246211251235321,mu_sigma,8.246211251235321,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.50168228149414,21.876062393188477,-1.374380111694336,0.9978560647344291,0.20148020660057053,0.7963758581338586,A,B,Your choice is Option ,-1.4378242492675781,0.06344413757324219,True
23,10.0,30,1000.0,2.0,33,1093.0,8.0,-3,-93.0,estimation,indifference,8.54400374531753,mu_sigma,8.54400374531753,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.50200843811035,19.875974655151367,1.6260337829589844,0.9971294216915383,0.8332268534480609,0.16390256824347735,A,B,Your choice is Option ,1.5626354217529297,0.06339836120605469,True
23,2.0,33,1093.0,10.0,30,1000.0,-8.0,3,93.0,mirror,indifference,8.54400374531753,mu_sigma,8.54400374531753,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.376827239990234,21.87606430053711,-1.499237060546875,0.9977719515411085,0.18213263459261123,0.8156393169484973,A,B,Your choice is Option ,-1.5626354217529297,0.06339836120605469,True
24,10.0,30,1000.0,2.0,34,1160.0,8.0,-4,-160.0,estimation,indifference,8.94427190999916,mu_sigma,8.94427190999916,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.502025604248047,19.875974655151367,1.6260509490966797,0.9970904733030097,0.8331966581673018,0.16389381513570792,A,B,Your choice is Option ,1.6251564025878906,0.0008945465087890625,True
24,2.0,34,1160.0,10.0,30,1000.0,-8.0,4,160.0,mirror,indifference,8.94427190999916,mu_sigma,8.94427190999916,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.376731872558594,22.000993728637695,-1.6242618560791016,0.9979681522532278,0.16428346788893544,0.8336846843642923,A,B,Your choice is Option ,-1.6251564025878906,0.0008945465087890625,True
25,10.0,30,1000.0,2.0,35,1229.0,8.0,-5,-229.0,estimation,indifference,9.433981132056603,mu_sigma,9.433981132056603,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.50202751159668,19.875974655151367,1.6260528564453125,0.9970350100678649,0.8331505727431798,0.16388443732468502,A,B,Your choice is Option ,1.562729835510254,0.0633230209350586,True
25,2.0,35,1229.0,10.0,30,1000.0,-8.0,5,229.0,mirror,indifference,9.433981132056603,mu_sigma,9.433981132056603,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.37671661376953,21.876123428344727,-1.4994068145751953,0.9977410364167556,0.18210171946825823,0.8156393169484973,A,B,Your choice is Option ,-1.562729835510254,0.0633230209350586,True
26,10.0,30,1000.0,2.0,36,1300.0,8.0,-6,-300.0,estimation,indifference,10.0,mu_sigma,10.0,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.377361297607422,19.751012802124023,1.6263484954833984,0.996535989010646,0.8327740391144424,0.16376194989620368,A,B,Your choice is Option ,1.625314712524414,0.001033782958984375,True
26,2.0,36,1300.0,10.0,30,1000.0,-8.0,6,300.0,mirror,indifference,10.0,mu_sigma,10.0,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.251842498779297,21.876123428344727,-1.6242809295654297,0.997694763080367,0.16423584622355752,0.8334589168568095,A,B,Your choice is Option ,-1.625314712524414,0.001033782958984375,True
27,10.0,30,1000.0,2.0,37,1373.0,8.0,-7,-373.0,estimation,indifference,10.63014581273465,mu_sigma,10.63014581273465,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.377195358276367,19.75090217590332,1.6262931823730469,0.9966552975544981,0.8328661708550885,0.16378912669940957,A,B,Your choice is Option ,1.6253442764282227,0.0009489059448242188,True
27,2.0,37,1373.0,10.0,30,1000.0,-8.0,7,373.0,mirror,indifference,10.63014581273465,mu_sigma,10.63014581273465,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.251731872558594,21.876127243041992,-1.6243953704833984,0.9976398141079093,0.16421110094159708,0.8334287131663122,A,B,Your choice is Option ,-1.6253442764282227,0.0009489059448242188,True
28,10.0,30,1000.0,2.0,38,1448.0,8.0,-8,-448.0,estimation,indifference,11.313708498984761,mu_sigma,11.313708498984761,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,21.50200843811035,19.626012802124023,1.8759956359863281,0.9969157068235159,0.8644759531410752,0.13243975368244076,A,B,Your choice is Option ,1.8750734329223633,0.0009222030639648438,True
28,2.0,38,1448.0,10.0,30,1000.0,-8.0,8,448.0,mirror,indifference,11.313708498984761,mu_sigma,11.313708498984761,,,indifference_curve_menus.json,indifference_curve,,,,,,,,/home/jfoster@ivey.ca/ai-preferences/code/experiments/finetune_runs/llama31_8b_beta00045_kappa02/merged,20.126861572265625,22.001012802124023,-1.8741512298583984,0.9978261034209932,0.1327728576495902,0.865053245771403,A,B,Your choice is Option ,-1.8750734329223633,0.0009222030639648438,True
