pair_id,mu_A,sigma_A,R_A,mu_B,sigma_B,R_B,d_mu,d_sigma,d_R,menu_type,subtype,pair_distance,pair_distance_metric,coordinate_distance,triad_id,triad_pair,menu_source,experiment_id,target_model,u_A,u_B,delta_u,completeness,prob_A,prob_B,label_a,label_b,cue_suffix,delta_z,position_bias,position_corrected_pair_complete
20,2.0,30,904.0,10.0,30,1000.0,-8.0,0,-96.0,mirror,indifference,8.0,mu_sigma,8.0,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001672744750977,19.126258850097656,-1.1245861053466797,0.882400685003635,0.216330763174209,0.666069921829426,A,B,Your choice is Option ,-0.8754758834838867,-0.24911022186279297,True
21,10.0,30,1000.0,2.0,31,965.0,8.0,-1,35.0,estimation,indifference,8.06225774829855,mu_sigma,8.06225774829855,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.377859115600586,17.501399993896484,0.8764591217041016,0.9300501960878402,0.6566972150874588,0.27335298100038147,A,B,Your choice is Option ,1.1253929138183594,-0.2489337921142578,True
21,2.0,31,965.0,10.0,30,1000.0,-8.0,1,-35.0,mirror,indifference,8.06225774829855,mu_sigma,8.06225774829855,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.25140953063965,19.625736236572266,-1.3743267059326172,0.941566403023047,0.19012269005271829,0.7514437129703286,A,B,Your choice is Option ,-1.1253929138183594,-0.2489337921142578,True
22,10.0,30,1000.0,2.0,32,1028.0,8.0,-2,-28.0,estimation,indifference,8.246211251235321,mu_sigma,8.246211251235321,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.253263473510742,17.376562118530273,0.8767013549804688,0.9143478148125141,0.6456559153311766,0.2686918994813376,A,B,Your choice is Option ,1.125523567199707,-0.24882221221923828,True
22,2.0,32,1028.0,10.0,30,1000.0,-8.0,2,28.0,mirror,indifference,8.246211251235321,mu_sigma,8.246211251235321,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.126625061035156,19.5009708404541,-1.3743457794189453,0.9449144683918488,0.19079583276056955,0.7541186356312792,A,B,Your choice is Option ,-1.125523567199707,-0.24882221221923828,True
23,10.0,30,1000.0,2.0,33,1093.0,8.0,-3,-93.0,estimation,indifference,8.54400374531753,mu_sigma,8.54400374531753,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.12787437438965,17.12685775756836,1.001016616821289,0.914963683445597,0.6690748889783301,0.24588879446726686,A,B,Your choice is Option ,1.1877288818359375,-0.18671226501464844,True
23,2.0,33,1093.0,10.0,30,1000.0,-8.0,3,93.0,mirror,indifference,8.54400374531753,mu_sigma,8.54400374531753,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.00152015686035,19.375961303710938,-1.374441146850586,0.9425113117365537,0.19029610635452843,0.7522152053820252,A,B,Your choice is Option ,-1.1877288818359375,-0.18671226501464844,True
24,10.0,30,1000.0,2.0,34,1160.0,8.0,-4,-160.0,estimation,indifference,8.94427190999916,mu_sigma,8.94427190999916,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.377851486206055,17.1267147064209,1.2511367797851562,0.9222870109116263,0.7170749978359867,0.20521201307563958,A,B,Your choice is Option ,1.3128080368041992,-0.06167125701904297,True
24,2.0,34,1160.0,10.0,30,1000.0,-8.0,4,160.0,mirror,indifference,8.94427190999916,mu_sigma,8.94427190999916,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.0014591217041,19.375938415527344,-1.3744792938232422,0.939026572529534,0.18958675407465728,0.7494398184548767,A,B,Your choice is Option ,-1.3128080368041992,-0.06167125701904297,True
25,10.0,30,1000.0,2.0,35,1229.0,8.0,-5,-229.0,estimation,indifference,9.433981132056603,mu_sigma,9.433981132056603,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.25238609313965,16.87666130065918,1.3757247924804688,0.9197007890072715,0.73420036382664,0.18550042518063142,A,B,Your choice is Option ,1.3750667572021484,0.0006580352783203125,True
25,2.0,35,1229.0,10.0,30,1000.0,-8.0,5,229.0,mirror,indifference,9.433981132056603,mu_sigma,9.433981132056603,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,17.87655258178711,19.250961303710938,-1.3744087219238281,0.9364839889321088,0.1890840633129359,0.7473999256191729,A,B,Your choice is Option ,-1.3750667572021484,0.0006580352783203125,True
26,10.0,30,1000.0,2.0,36,1300.0,8.0,-6,-300.0,estimation,indifference,10.0,mu_sigma,10.0,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.377649307250977,17.001663208007812,1.375986099243164,0.9252102444421771,0.7386375059647485,0.18657273847742858,A,B,Your choice is Option ,1.3752613067626953,0.00072479248046875,True
26,2.0,36,1300.0,10.0,30,1000.0,-8.0,6,300.0,mirror,indifference,10.0,mu_sigma,10.0,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.126340866088867,19.500877380371094,-1.3745365142822266,0.9463606605600989,0.191058759789465,0.755301900770634,A,B,Your choice is Option ,-1.3752613067626953,0.00072479248046875,True
27,10.0,30,1000.0,2.0,37,1373.0,8.0,-7,-373.0,estimation,indifference,10.63014581273465,mu_sigma,10.63014581273465,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.502517700195312,17.12653923034668,1.3759784698486328,0.9308404708580104,0.7431312290057958,0.18770924185221463,A,B,Your choice is Option ,1.312779426574707,0.06319904327392578,True
27,2.0,37,1373.0,10.0,30,1000.0,-8.0,7,373.0,mirror,indifference,10.63014581273465,mu_sigma,10.63014581273465,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.12625503540039,19.375835418701172,-1.2495803833007812,0.9422616508501492,0.20991025209889866,0.7323513987512505,A,B,Your choice is Option ,-1.312779426574707,0.06319904327392578,True
28,10.0,30,1000.0,2.0,38,1448.0,8.0,-8,-448.0,estimation,indifference,11.313708498984761,mu_sigma,11.313708498984761,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.502553939819336,17.001619338989258,1.5009346008300781,0.9368868375075927,0.7661053215715706,0.17078151593602203,A,B,Your choice is Option ,1.500178337097168,0.0007562637329101562,True
28,2.0,38,1448.0,10.0,30,1000.0,-8.0,8,448.0,mirror,indifference,11.313708498984761,mu_sigma,11.313708498984761,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001428604125977,19.500850677490234,-1.4994220733642578,0.9494118525135894,0.17327880474896631,0.7761330477646231,A,B,Your choice is Option ,-1.500178337097168,0.0007562637329101562,True
29,10.0,30,1000.0,2.0,39,1525.0,8.0,-9,-525.0,estimation,indifference,12.041594578792296,mu_sigma,12.041594578792296,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.502670288085938,17.12676429748535,1.375905990600586,0.9352266272424579,0.7466219792554027,0.18860464798705506,A,B,Your choice is Option ,1.437643051147461,-0.061737060546875,True
29,2.0,39,1525.0,10.0,30,1000.0,-8.0,9,525.0,mirror,indifference,12.041594578792296,mu_sigma,12.041594578792296,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.12640953063965,19.625789642333984,-1.499380111694336,0.9459738655375092,0.1726572543472632,0.773316611190246,A,B,Your choice is Option ,-1.437643051147461,-0.061737060546875,True
30,10.0,30,1000.0,2.0,40,1604.0,8.0,-10,-604.0,estimation,indifference,12.806248474865697,mu_sigma,12.806248474865697,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.252269744873047,16.876598358154297,1.37567138671875,0.9197422723662589,0.7342255710284307,0.18551670133782833,A,B,Your choice is Option ,1.3127050399780273,0.06296634674072266,True
30,2.0,40,1604.0,10.0,30,1000.0,-8.0,10,604.0,mirror,indifference,12.806248474865697,mu_sigma,12.806248474865697,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,17.876354217529297,19.1260929107666,-1.2497386932373047,0.9337571897123114,0.20799009589910467,0.7257670938132067,A,B,Your choice is Option ,-1.3127050399780273,0.06296634674072266,True
31,10.0,30,1000.0,2.0,41,1685.0,8.0,-11,-685.0,estimation,indifference,13.601470508735444,mu_sigma,13.601470508735444,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.627166748046875,17.00163459777832,1.6255321502685547,0.9384317930947459,0.7841129426751665,0.1543188504195794,A,B,Your choice is Option ,1.5625438690185547,0.06298828125,True
31,2.0,41,1685.0,10.0,30,1000.0,-8.0,11,685.0,mirror,indifference,13.601470508735444,mu_sigma,13.601470508735444,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.00122833251953,19.500783920288086,-1.4995555877685547,0.9447571229828942,0.1724104427392524,0.7723466802436417,A,B,Your choice is Option ,-1.5625438690185547,0.06298828125,True
32,10.0,30,1000.0,2.0,42,1768.0,8.0,-12,-768.0,estimation,indifference,14.422205101855956,mu_sigma,14.422205101855956,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.377729415893555,17.00176239013672,1.375967025756836,0.9324276607349781,0.7443966351707091,0.18803102556426898,A,B,Your choice is Option ,1.5002079010009766,-0.12424087524414062,True
32,2.0,42,1768.0,10.0,30,1000.0,-8.0,12,768.0,mirror,indifference,14.422205101855956,mu_sigma,14.422205101855956,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.12629508972168,19.750743865966797,-1.6244487762451172,0.9550852436188392,0.15719962255353861,0.7978856210653006,A,B,Your choice is Option ,-1.5002079010009766,-0.12424087524414062,True
33,10.0,30,1000.0,2.0,43,1853.0,8.0,-13,-853.0,estimation,indifference,15.264337522473747,mu_sigma,15.264337522473747,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.627010345458984,16.876571655273438,1.7504386901855469,0.9407301520563103,0.8015097330586218,0.13922041899768844,A,B,Your choice is Option ,1.6250476837158203,0.12539100646972656,True
33,2.0,43,1853.0,10.0,30,1000.0,-8.0,13,853.0,mirror,indifference,15.264337522473747,mu_sigma,15.264337522473747,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001220703125,19.500877380371094,-1.4996566772460938,0.9416939173461787,0.1718372311807514,0.7698566861654272,A,B,Your choice is Option ,-1.6250476837158203,0.12539100646972656,True
34,10.0,30,1000.0,2.0,44,1940.0,8.0,-14,-940.0,estimation,indifference,16.1245154965971,mu_sigma,16.1245154965971,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.502531051635742,17.00165557861328,1.500875473022461,0.9354470236799639,0.764919721208568,0.17052730247139586,A,B,Your choice is Option ,1.562626838684082,-0.061751365661621094,True
34,2.0,44,1940.0,10.0,30,1000.0,-8.0,14,940.0,mirror,indifference,16.1245154965971,mu_sigma,16.1245154965971,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001422882080078,19.62580108642578,-1.6243782043457031,0.9437260952399182,0.1553391527431221,0.7883869424967962,A,B,Your choice is Option ,-1.562626838684082,-0.061751365661621094,True
